rank_page,word,count_sum,rank_page_count,article_count,current_page_count,first_appear
8,乳酸菌,21,10,24,2,1
8,人體,10,8,16,2,1
8,來源,7,5,5,1,1
8,免疫系統,5,3,3,1,4
8,免費,4,1,1,1,8
8,公克,9,1,1,1,8
8,分子,13,2,2,1,4
8,功效,6,7,13,1,1
8,可溶性,4,3,3,1,1
8,味道,4,1,1,1,8
8,善方,5,1,1,1,8
8,多元,5,1,1,1,8
8,多醣,8,1,1,1,8
8,好菌,11,7,12,2,1
8,專利,8,6,8,1,1
8,幫助,9,6,13,2,1
8,平衡,5,1,1,1,8
8,建議,5,7,13,1,1
8,成分,4,5,5,1,1
8,挑選,8,6,10,1,1
8,推薦,6,3,7,1,1
8,改善,4,6,12,1,1
8,效果,4,7,10,1,1
8,晶球,6,1,1,1,8
8,有益,5,5,6,1,1
8,每日,4,3,3,1,4
8,比菲德氏菌,6,4,4,1,1
8,添加,9,5,10,1,1
8,營養,8,5,7,1,1
8,玉米,5,3,3,1,1
8,環境,4,8,13,1,1
8,產品,9,10,24,2,1
8,發酵,8,5,5,1,1
8,益生,22,4,7,3,4
8,益生菌,111,10,48,5,1
8,益生菌推薦,4,2,5,1,1
8,益生菌種類,6,2,2,1,3
8,範圍,5,1,1,1,8
8,細菌,4,4,6,1,1
8,維生素,4,3,3,1,1
8,編號,8,3,3,1,1
8,纖維,4,3,3,1,1
8,腸道,22,9,35,3,1
8,膳食纖維,5,4,5,1,1
8,菊糖,4,2,2,1,4
8,菊苣纖維,5,2,2,1,4
8,菌數,12,5,8,1,1
8,菌株,10,8,18,1,1
8,菌種,17,9,24,1,1
8,菌群,5,1,1,1,8
8,補充,4,8,11,1,1
8,褐藻,8,1,1,1,8
8,調整,6,5,9,1,1
8,適合,7,3,8,1,1
8,酵素,14,4,8,1,1
8,需要,5,6,11,1,1
8,食物,8,9,18,2,1
8,食用,6,10,15,1,1
8,飲食,4,7,8,1,1
8,體質,6,6,11,1,1
9,Bifidobacterium,8,3,4,2,1
9,Chiou,4,1,1,1,9
9,Dr,4,1,1,1,9
9,Enterococcus,6,2,2,1,1
9,GG,4,1,1,1,9
9,ISAPP,6,1,1,1,9
9,Jianhan,4,1,1,1,9
9,LGG,11,3,6,2,1
9,Lactobacillus,24,9,13,2,1
9,Lai,4,1,1,1,9
9,Yu,4,1,1,1,9
9,acidophilus,4,1,1,1,9
9,lactis,4,1,1,1,9
9,pH,5,3,3,1,2
9,reuteri,4,1,1,1,9
9,rhamnosus,5,2,2,1,1
9,世界,5,1,1,1,9
9,主要,5,3,3,1,1
9,乳桿菌,4,2,2,1,4
9,乳酸,4,2,2,1,4
9,乳酸菌,62,10,24,5,1
9,人類,5,3,3,1,4
9,人體,17,8,16,2,1
9,作用,4,4,6,1,4
9,使用,44,8,17,3,1
9,來源,13,5,5,1,1
9,依賴,7,2,2,1,2
9,促進,4,3,3,1,1
9,保健,11,3,3,1,1
9,健康,67,9,33,7,1
9,優勢,4,1,1,1,9
9,優格,4,3,4,1,2
9,優酪乳,6,4,5,1,1
9,免疫,13,3,6,2,4
9,兒童,4,2,2,1,4
9,公告,9,1,1,1,9
9,具有,22,6,7,2,1
9,分享,15,1,2,2,9
9,分類,4,1,1,1,9
9,利用,8,3,3,1,4
9,刺激,4,1,1,1,9
9,副乾酪乳桿菌,4,3,4,1,1
9,功效,21,7,13,3,1
9,功能,19,6,8,2,1
9,動物,14,3,3,1,4
9,動物體,5,1,1,1,9
9,包括,4,3,5,1,1
9,包膜,4,1,1,1,9
9,包裝,5,2,2,1,4
9,原因,7,2,2,1,1
9,原料,5,1,1,1,9
9,台灣,9,3,4,1,1
9,吃益生菌,14,4,11,1,1
9,含有,8,2,3,1,4
9,吸附,4,1,1,1,9
9,品牌,8,4,5,1,1
9,問題,8,4,6,2,1
9,嗜酸乳桿菌,5,3,3,1,1
9,因素,4,1,1,1,9
9,國際,5,3,3,1,4
9,報告,4,1,1,1,9
9,塑膠,4,1,1,1,9
9,填完,4,1,1,1,9
9,增加,12,4,7,3,1
9,增殖,10,1,1,1,9
9,大本山益生菌,5,1,1,1,9
9,天然,4,2,2,1,1
9,天然優格粉,4,1,1,1,9
9,好菌,13,7,12,2,1
9,媽咪,4,1,1,1,9
9,孕婦,4,2,2,1,4
9,存活,4,1,1,1,9
9,孩子,7,1,1,1,9
9,安全,4,4,4,1,1
9,定殖,13,2,4,2,1
9,定義,4,1,1,1,9
9,容易,5,5,7,1,1
9,宿主,13,1,2,2,9
9,寡糖,16,3,6,2,1
9,實驗,5,2,2,1,1
9,審稿,9,1,1,1,9
9,寶寶,16,2,3,2,2
9,屎腸球菌,6,1,1,1,9
9,市售,8,2,2,1,1
9,市面上,7,4,4,1,1
9,幫助,16,6,13,2,1
9,延伸,7,1,1,1,9
9,建議,7,7,13,1,1
9,得到,4,1,1,1,9
9,微生物,9,4,10,2,1
9,意見,6,1,1,1,9
9,感染,4,2,2,1,4
9,應用,13,1,1,1,9
9,成份,5,1,1,1,9
9,手工,5,1,1,1,9
9,打造,5,2,2,1,1
9,技術,4,3,5,1,1
9,抑菌,6,1,1,1,9
9,抗生素,14,4,5,2,1
9,持續,4,1,1,1,9
9,指出,7,3,3,1,3
9,挑選,11,6,10,2,1
9,提交,6,1,1,1,9
9,提供,11,3,4,2,1
9,提出,4,1,1,1,9
9,提升,5,2,3,1,1
9,提高,7,1,1,1,9
9,攝取,5,3,3,1,4
9,改善,23,6,12,3,1
9,效果,38,7,10,3,1
9,效益,4,1,1,1,9
9,整理,4,2,2,1,1
9,數量,12,4,6,2,1
9,文章,8,3,4,2,1
9,方便,4,1,1,1,9
9,方式,4,2,3,1,4
9,日期,5,1,1,1,9
9,時間,15,4,6,2,1
9,最好,4,3,3,1,1
9,有待,4,1,1,1,9
9,有效,15,3,8,3,1
9,有益,9,5,6,2,1
9,服用,23,5,8,3,1
9,服部,6,1,1,1,9
9,果糖,4,1,1,1,9
9,條件,6,1,1,1,9
9,標示,5,1,1,1,9
9,母乳,5,2,2,1,2
9,比菲德氏菌,8,4,4,1,1
9,比較,11,5,8,1,1
9,氣喘,5,1,1,1,9
9,治療,9,2,2,1,4
9,注意,9,2,3,2,1
9,活性,4,3,3,1,2
9,消化,4,3,5,1,1
9,消化道,4,4,4,1,1
9,添加,18,5,10,3,1
9,添加物,5,3,4,1,1
9,清楚,10,1,2,2,9
9,減少,9,3,4,2,1
9,減緩,4,1,1,1,9
9,瀏覽,4,1,1,1,9
9,熱縮膜,6,1,1,1,9
9,營養,12,5,7,2,1
9,物質,4,3,3,1,4
9,特性,5,1,1,1,9
9,特異性,7,1,1,1,9
9,球菌,23,3,4,2,1
9,環境,21,8,13,3,1
9,生活,5,2,2,1,9
9,生產,5,1,1,1,9
9,生長,11,5,6,2,3
9,產品,49,10,24,5,1
9,產生,18,3,6,3,4
9,畜產品,4,1,1,1,9
9,異位性皮膚炎,10,3,3,1,1
9,疾病,16,2,3,2,4
9,病源,6,1,1,1,9
9,療效,5,1,1,1,9
9,發布,4,1,1,1,9
9,發炎,5,2,2,1,4
9,發現,9,5,5,1,1
9,發酵,4,5,5,1,1
9,益生,19,4,7,2,4
9,益生菌,332,10,48,7,1
9,益生質,17,4,7,1,1
9,益菌,6,5,8,1,1
9,相關,9,5,6,1,1
9,看到,5,2,2,1,1
9,研究,62,6,17,4,1
9,碧安朵,4,1,1,1,9
9,科學,6,1,1,1,9
9,粉末,4,2,2,1,4
9,糞腸球菌,5,2,2,1,4
9,細節,4,1,1,1,9
9,細胞,6,3,5,1,4
9,細菌,6,4,6,1,1
9,維基百科,5,1,1,1,9
9,繁殖,4,2,2,1,2
9,繼續,4,1,1,1,9
9,胃酸,10,7,9,2,1
9,能力,5,1,1,1,9
9,腸胃,4,3,5,1,1
9,腸胃道,5,2,2,1,1
9,腸道,85,9,35,6,1
9,腹瀉,9,3,4,2,1
9,膳食纖維,10,4,5,2,1
9,膽固醇,4,1,1,1,9
9,臨床,12,1,2,2,9
9,菌數,14,5,8,2,1
9,菌株,69,8,18,4,1
9,菌種,60,9,24,5,1
9,藥性,4,1,1,1,9
9,補充,8,8,11,1,1
9,覺得,5,1,1,1,9
9,討論,5,1,1,1,9
9,試驗,6,3,3,1,4
9,調節,7,5,5,1,1
9,論述,4,1,1,1,9
9,證實,7,4,4,1,1
9,資訊,5,1,1,1,9
9,足夠,4,1,1,1,9
9,身體,13,3,7,2,4
9,農純,5,1,1,1,9
9,造成,4,2,2,1,4
9,進入,4,1,1,1,9
9,過敏,16,4,7,3,1
9,過敏性鼻炎,7,2,2,1,1
9,過敏病,5,2,2,1,4
9,達到,5,2,2,1,2
9,適當,5,1,1,1,9
9,選擇,24,5,8,1,1
9,選用,4,1,1,1,9
9,選購,4,2,2,1,4
9,醫學,13,2,3,2,1
9,醫師,7,3,5,1,1
9,醫療,5,2,2,1,1
9,醱酵,7,1,1,1,9
9,重要,6,3,5,1,1
9,針對,15,2,4,1,1
9,降低,17,3,5,2,1
9,限制,7,1,1,1,9
9,陰道,4,1,1,1,9
9,需求,7,2,2,1,1
9,需要,9,6,11,2,1
9,預防,11,2,3,2,4
9,顯示,5,3,3,1,1
9,食品,5,7,8,1,1
9,食物,13,9,18,2,1
9,食用,5,10,15,1,1
9,飲食,14,7,8,2,1
9,飼料,14,1,1,1,9
9,體內,4,4,4,1,1
9,體質,7,6,11,1,1
9,鼠李糖乳桿菌,5,4,4,1,1
10,Lactobacillus,4,9,13,1,1
10,MTP,4,1,1,1,10
10,乳酸菌,14,10,24,2,1
10,人類,4,3,3,1,4
10,人體,17,8,16,3,1
10,作用,8,4,6,2,4
10,使用,4,8,17,1,1
10,來源,15,5,5,1,1
10,保健,5,3,3,1,1
10,保存,4,4,5,1,2
10,保護,7,1,1,1,10
10,健康,25,9,33,3,1
10,免疫,10,3,6,2,4
10,免疫系統,5,3,3,1,4
10,全球,6,1,1,1,10
10,冠狀,8,1,1,1,10
10,利用,5,3,3,1,4
10,副教授,6,1,1,1,10
10,劉嚞睿,5,1,1,1,10
10,功效,4,7,13,1,1
10,功能,10,6,8,2,1
10,功能性,5,1,1,1,10
10,動物,4,3,3,1,4
10,包覆,5,1,1,1,10
10,台灣,4,3,4,1,1
10,品牌,7,4,5,1,1
10,器官,4,1,1,1,10
10,因子,4,2,2,1,1
10,國際,7,3,3,1,4
10,國際學術,6,1,1,1,10
10,大廠,5,2,2,1,4
10,女性,7,3,3,1,1
10,好菌,10,7,12,1,1
10,容易,4,5,7,1,1
10,專利,4,6,8,1,1
10,市場,13,1,1,1,10
10,強調,6,1,1,1,10
10,影響,4,2,3,1,4
10,微生物,22,4,10,2,1
10,成為,5,1,1,1,10
10,技術,10,3,5,2,1
10,抑制,5,2,2,1,4
10,投資,4,1,1,1,10
10,抗病毒,4,1,1,1,10
10,抵達,4,1,1,1,10
10,指出,5,3,3,1,3
10,挑選,10,6,10,2,1
10,推出,4,1,1,1,10
10,攝影,5,1,1,1,10
10,改善,14,6,12,2,1
10,效果,5,7,10,1,1
10,旗下,6,1,1,1,10
10,有害,4,1,1,1,10
10,服用,6,5,8,1,1
10,期刊,7,2,2,1,1
10,李林,5,1,1,1,10
10,比較,5,5,8,1,1
10,消費者,8,2,3,1,4
10,清潔,4,1,1,1,10
10,物質,6,3,3,1,4
10,環境,13,8,13,2,1
10,生活,4,2,2,1,9
10,生物,6,1,1,1,10
10,生長,6,5,6,1,3
10,產品,22,10,24,2,1
10,產生,9,3,6,2,4
10,疫苗,4,1,1,1,10
10,病原菌,7,1,1,1,10
10,病毒,18,1,1,1,10
10,發現,7,5,5,1,1
10,發酵,6,5,5,1,1
10,益生菌,181,10,48,8,1
10,益生質,12,4,7,2,1
10,益菌,5,5,8,1,1
10,相關,4,5,6,1,1
10,研究,26,6,17,4,1
10,私密,4,3,4,1,1
10,細胞,13,3,5,2,4
10,組計,4,1,1,1,10
10,肌膚,4,1,1,1,10
10,胃酸,12,7,9,1,1
10,腸道,70,9,35,7,1
10,菌數,6,5,8,1,1
10,菌株,9,8,18,1,1
10,菌種,23,9,24,3,1
10,藥師,4,2,2,1,1
10,表示,4,1,1,1,10
10,補充,5,8,11,1,1
10,試驗,7,3,3,1,4
10,調整,4,5,9,1,1
10,調節,4,5,5,1,1
10,謝佳雯,6,1,1,1,10
10,豐富,4,1,1,1,10
10,趨勢,8,1,1,1,10
10,身體,13,3,7,2,4
10,轉換,5,1,1,1,10
10,迷思,5,2,2,1,2
10,運動,6,1,1,1,10
10,過敏,9,4,7,2,1
10,酵素,4,4,8,1,1
10,開發,5,2,2,1,1
10,降低,4,3,5,1,1
10,陳慧文,4,1,1,1,10
10,需要,10,6,11,2,1
10,顯示,7,3,3,1,1
10,食品,5,7,8,1,1
10,食物,5,9,18,1,1
10,食用,4,10,15,1,1
10,飲料,16,3,3,1,4
